Cherries,colless,sackin,total_cophenetic,ladder,width,depth,wid_dep_ratio
5.829999999999999627e-01,1.187029951412142507e-02,2.113894109892108797e-02,9.356603000000000000e+06,1.700000000000000122e-02,3.300000000000000000e+01,3.040000000000000000e+02,9.212121212121212821e+00
