# Cherries,colless,sackin,total_cophenetic,ladder,width,depth,wid_dep_ratio
5.687203791469194192e-01,1.820004556846662180e-01,2.317460317460317554e-01,2.769730000000000000e+05,4.312796208530805808e-01,4.400000000000000000e+01,2.200000000000000000e+01,5.000000000000000000e-01
6.161137440758294170e-01,1.573479152426520977e-01,2.073775989268946962e-01,2.306240000000000000e+05,3.838862559241706385e-01,4.000000000000000000e+01,2.600000000000000000e+01,6.500000000000000222e-01
6.445497630331753491e-01,1.638642059694691289e-01,2.141292197630225713e-01,2.472130000000000000e+05,3.554502369668246509e-01,4.300000000000000000e+01,2.200000000000000000e+01,5.116279069767442067e-01
6.066350710900474397e-01,1.681932102984734501e-01,2.182875027945450352e-01,2.577890000000000000e+05,3.933649289099526158e-01,4.000000000000000000e+01,2.400000000000000000e+01,5.999999999999999778e-01
6.350710900473933718e-01,1.708361813624971470e-01,2.207914151576123307e-01,2.580580000000000000e+05,3.649289099526066282e-01,4.100000000000000000e+01,2.000000000000000000e+01,4.878048780487804770e-01
5.876777251184833739e-01,1.684666210982000423e-01,2.180192264699306881e-01,2.510260000000000000e+05,4.123222748815165706e-01,4.200000000000000000e+01,2.000000000000000000e+01,4.761904761904761640e-01
6.161137440758294170e-01,1.677375256322624630e-01,2.181086519114688038e-01,2.530340000000000000e+05,3.838862559241706385e-01,4.300000000000000000e+01,2.200000000000000000e+01,5.116279069767442067e-01
5.876777251184833739e-01,1.709273182957393444e-01,2.207019897160742150e-01,2.583940000000000000e+05,4.123222748815165706e-01,4.100000000000000000e+01,2.000000000000000000e+01,4.878048780487804770e-01
5.971563981042653513e-01,1.758942811574390475e-01,2.248602727475966789e-01,2.603240000000000000e+05,4.028436018957345932e-01,4.300000000000000000e+01,2.200000000000000000e+01,5.116279069767442067e-01
6.255924170616113944e-01,1.644565960355434120e-01,2.135479543930248192e-01,2.377840000000000000e+05,3.744075829383886056e-01,4.400000000000000000e+01,2.200000000000000000e+01,5.000000000000000000e-01
5.971563981042653513e-01,1.754385964912280604e-01,2.253968253968254010e-01,2.604130000000000000e+05,4.028436018957345932e-01,4.100000000000000000e+01,2.600000000000000000e+01,6.341463414634146423e-01
6.255924170616113944e-01,1.658236500341763453e-01,2.163201430807064618e-01,2.497170000000000000e+05,3.744075829383886056e-01,4.000000000000000000e+01,2.800000000000000000e+01,6.999999999999999556e-01
6.161137440758294170e-01,1.551606288448393600e-01,2.058573664207467013e-01,2.302080000000000000e+05,3.838862559241706385e-01,3.800000000000000000e+01,2.400000000000000000e+01,6.315789473684210176e-01
5.971563981042653513e-01,1.763043973570289358e-01,2.255309635591325745e-01,2.612090000000000000e+05,4.028436018957345932e-01,4.300000000000000000e+01,2.400000000000000000e+01,5.581395348837209225e-01
