Cherries,colless,sackin,total_cophenetic,ladder,width,depth,wid_dep_ratio
6.800000000000000488e-01,2.738000780846588933e-02,5.798077282759136336e-02,1.648250000000000000e+05,1.250000000000000069e-02,2.000000000000000000e+01,9.700000000000000000e+01,4.849999999999999645e+00
6.850000000000000533e-01,1.706527625596655079e-02,5.226997842865871435e-02,1.069900000000000000e+05,2.750000000000000014e-02,1.600000000000000000e+01,1.440000000000000000e+02,9.000000000000000000e+00
6.300000000000000044e-01,2.405511265601189066e-02,5.667152957019414017e-02,1.242380000000000000e+05,3.250000000000000111e-02,2.100000000000000000e+01,1.090000000000000000e+02,5.190476190476190688e+00
6.500000000000000222e-01,2.657397261999219079e-02,5.803064876120649779e-02,1.505770000000000000e+05,2.500000000000000139e-02,2.000000000000000000e+01,1.130000000000000000e+02,5.650000000000000355e+00
6.600000000000000311e-01,3.196433294291003979e-02,6.240726193593436333e-02,2.200460000000000000e+05,1.750000000000000167e-02,2.100000000000000000e+01,8.300000000000000000e+01,3.952380952380952550e+00
6.550000000000000266e-01,2.371506656087454812e-02,5.654683973615631104e-02,1.247790000000000000e+05,1.000000000000000021e-02,2.300000000000000000e+01,1.240000000000000000e+02,5.391304347826086918e+00
6.500000000000000222e-01,2.193927028626843634e-02,5.443958154091697171e-02,1.591740000000000000e+05,2.999999999999999889e-02,1.700000000000000000e+01,1.250000000000000000e+02,7.352941176470587870e+00
6.750000000000000444e-01,3.681313837357211988e-02,6.780633174977243605e-02,2.785480000000000000e+05,2.500000000000000139e-02,2.400000000000000000e+01,8.800000000000000000e+01,3.666666666666666519e+00
6.500000000000000222e-01,2.896688958577347747e-02,6.067407324280851139e-02,1.800270000000000000e+05,1.499999999999999944e-02,2.000000000000000000e+01,8.700000000000000000e+01,4.349999999999999645e+00
6.300000000000000044e-01,3.054117706326116635e-02,6.168406089851494190e-02,1.999900000000000000e+05,2.500000000000000139e-02,1.900000000000000000e+01,1.050000000000000000e+02,5.526315789473684070e+00
6.850000000000000533e-01,2.129696099545345944e-02,5.433982967368670286e-02,1.288590000000000000e+05,3.749999999999999861e-02,1.800000000000000000e+01,1.170000000000000000e+02,6.500000000000000000e+00
6.750000000000000444e-01,2.227931638140577542e-02,5.589845259915959125e-02,1.586800000000000000e+05,2.500000000000000139e-02,1.800000000000000000e+01,1.080000000000000000e+02,6.000000000000000000e+00
6.250000000000000000e-01,2.661175551945189552e-02,5.895335353308644999e-02,1.437370000000000000e+05,2.750000000000000014e-02,1.900000000000000000e+01,9.600000000000000000e+01,5.052631578947368141e+00
6.550000000000000266e-01,2.787118550144204732e-02,6.041222459132906952e-02,2.073460000000000000e+05,2.000000000000000042e-02,1.900000000000000000e+01,1.060000000000000000e+02,5.578947368421052211e+00
6.600000000000000311e-01,3.151093814939358306e-02,6.304318008952730645e-02,2.035090000000000000e+05,2.000000000000000042e-02,1.900000000000000000e+01,9.700000000000000000e+01,5.105263157894737169e+00
6.800000000000000488e-01,2.030201130968123727e-02,5.379119440392024498e-02,1.264220000000000000e+05,2.750000000000000014e-02,1.600000000000000000e+01,1.340000000000000000e+02,8.375000000000000000e+00
6.400000000000000133e-01,2.987367917280638746e-02,6.068654222621229499e-02,1.881720000000000000e+05,1.250000000000000069e-02,2.200000000000000000e+01,8.600000000000000000e+01,3.909090909090909172e+00
6.350000000000000089e-01,3.188876714399063034e-02,6.452698911457749320e-02,2.284950000000000000e+05,1.750000000000000167e-02,2.000000000000000000e+01,9.800000000000000000e+01,4.900000000000000355e+00
