Cherries,colless,sackin,total_cophenetic,ladder,width,depth,wid_dep_ratio
6.899999999999999467e-01,3.943962235419521539e-02,1.014975869446241158e-01,3.461100000000000000e+04,5.000000000000000104e-03,1.700000000000000000e+01,5.700000000000000000e+01,3.352941176470588314e+00
6.300000000000000044e-01,4.974366783412009774e-02,1.183143439972137861e-01,5.544500000000000000e+04,5.000000000000000104e-03,2.000000000000000000e+01,4.500000000000000000e+01,2.250000000000000000e+00
6.500000000000000222e-01,4.766255520024364339e-02,1.065227125727648133e-01,4.396400000000000000e+04,1.000000000000000021e-02,1.800000000000000000e+01,5.200000000000000000e+01,2.888888888888888840e+00
6.800000000000000488e-01,4.603827216892543428e-02,1.103537489427334761e-01,4.076200000000000000e+04,2.500000000000000139e-02,1.800000000000000000e+01,6.100000000000000000e+01,3.388888888888888840e+00
6.400000000000000133e-01,5.233236891528348506e-02,1.079158167072988700e-01,4.651500000000000000e+04,2.999999999999999889e-02,1.500000000000000000e+01,5.800000000000000000e+01,3.866666666666666696e+00
6.300000000000000044e-01,3.933810466473783296e-02,9.881088611373700648e-02,3.234300000000000000e+04,1.000000000000000021e-02,1.700000000000000000e+01,6.200000000000000000e+01,3.647058823529411686e+00
6.300000000000000044e-01,3.695243896248921051e-02,1.002039902482710632e-01,3.643900000000000000e+04,1.000000000000000021e-02,1.500000000000000000e+01,6.100000000000000000e+01,4.066666666666666430e+00
6.600000000000000311e-01,4.207908228008730434e-02,1.049305935618687485e-01,4.071200000000000000e+04,4.499999999999999833e-02,1.700000000000000000e+01,5.900000000000000000e+01,3.470588235294117752e+00
6.700000000000000400e-01,3.157200142124765019e-02,9.592517040648788906e-02,3.291600000000000000e+04,0.000000000000000000e+00,1.400000000000000000e+01,6.700000000000000000e+01,4.785714285714285587e+00
6.700000000000000400e-01,3.096289528450332437e-02,9.408428280013930722e-02,2.781000000000000000e+04,1.499999999999999944e-02,1.600000000000000000e+01,7.000000000000000000e+01,4.375000000000000000e+00
6.700000000000000400e-01,4.136845845388559262e-02,1.033882282700631927e-01,3.481900000000000000e+04,2.000000000000000042e-02,1.600000000000000000e+01,5.200000000000000000e+01,3.250000000000000000e+00
6.500000000000000222e-01,3.253641947109283533e-02,9.657196875466440844e-02,3.050900000000000000e+04,2.500000000000000139e-02,1.500000000000000000e+01,7.900000000000000000e+01,5.266666666666666607e+00
6.600000000000000311e-01,3.974417542256738350e-02,1.041345340564207161e-01,3.587200000000000000e+04,1.499999999999999944e-02,1.600000000000000000e+01,6.300000000000000000e+01,3.937500000000000000e+00
6.999999999999999556e-01,3.766306278869092916e-02,1.028906910791581725e-01,3.395300000000000000e+04,1.499999999999999944e-02,1.800000000000000000e+01,6.700000000000000000e+01,3.722222222222222321e+00
6.500000000000000222e-01,5.329678696512867714e-02,1.116970993581770238e-01,4.234600000000000000e+04,1.499999999999999944e-02,1.900000000000000000e+01,4.400000000000000000e+01,2.315789473684210620e+00
