# Cherries,colless,sackin,total_cophenetic,ladder,width,depth,wid_dep_ratio
6.628571428571428115e-01,2.116062312683199970e-02,6.246743943735347943e-02,1.572540000000000000e+05,3.371428571428571330e-01,1.800000000000000000e+01,1.100000000000000000e+02,6.111111111111110716e+00
6.571428571428571397e-01,2.685834733063267865e-02,6.660263089346184218e-02,1.891820000000000000e+05,3.428571428571428603e-01,1.800000000000000000e+01,9.400000000000000000e+01,5.222222222222222321e+00
6.685714285714285943e-01,2.621611830188057962e-02,6.026960145871320534e-02,1.157090000000000000e+05,3.314285714285714057e-01,1.800000000000000000e+01,1.020000000000000000e+02,5.666666666666666963e+00
6.685714285714285943e-01,2.415769192767512966e-02,5.947186767387340617e-02,7.899100000000000000e+04,3.314285714285714057e-01,1.700000000000000000e+01,1.000000000000000000e+02,5.882352941176471006e+00
6.628571428571428115e-01,2.773112011329578741e-02,6.095337327429017904e-02,1.222550000000000000e+05,3.371428571428571330e-01,1.800000000000000000e+01,8.600000000000000000e+01,4.777777777777777679e+00
6.457142857142856851e-01,3.298422422026808798e-02,7.041221672310497837e-02,2.280920000000000000e+05,3.542857142857142594e-01,2.000000000000000000e+01,7.600000000000000000e+01,3.799999999999999822e+00
6.457142857142856851e-01,2.924612192471099867e-02,6.456759572805417791e-02,1.369780000000000000e+05,3.542857142857142594e-01,1.800000000000000000e+01,9.000000000000000000e+01,5.000000000000000000e+00
6.457142857142856851e-01,2.328491914501202090e-02,5.834852826256838043e-02,8.357100000000000000e+04,3.542857142857142594e-01,1.700000000000000000e+01,1.100000000000000000e+02,6.470588235294117752e+00
6.457142857142856851e-01,3.420281263379771480e-02,7.272401667100807099e-02,2.226650000000000000e+05,3.542857142857142594e-01,2.200000000000000000e+01,9.400000000000000000e+01,4.272727272727272485e+00
6.171428571428571042e-01,2.652899911075980513e-02,6.038356342797603776e-02,1.165090000000000000e+05,3.828571428571428403e-01,1.600000000000000000e+01,9.600000000000000000e+01,6.000000000000000000e+00
6.400000000000000133e-01,3.537199881434641147e-02,6.961448293826517919e-02,1.661080000000000000e+05,3.599999999999999867e-01,2.000000000000000000e+01,9.000000000000000000e+01,4.500000000000000000e+00
6.685714285714285943e-01,2.982248130948852299e-02,6.321633237822349427e-02,1.373500000000000000e+05,3.314285714285714057e-01,1.700000000000000000e+01,8.600000000000000000e+01,5.058823529411764497e+00
6.800000000000000488e-01,2.139116688074300943e-02,6.328145350351653542e-02,1.539760000000000000e+05,3.200000000000000067e-01,1.800000000000000000e+01,1.020000000000000000e+02,5.666666666666666963e+00
6.742857142857142660e-01,2.364720218687218004e-02,6.053008595988538382e-02,9.267800000000000000e+04,3.257142857142857340e-01,1.800000000000000000e+01,1.140000000000000000e+02,6.333333333333333037e+00
6.457142857142856851e-01,2.727003260547376795e-02,6.678171398801771574e-02,1.630020000000000000e+05,3.542857142857142594e-01,1.800000000000000000e+01,8.800000000000000000e+01,4.888888888888889284e+00
6.628571428571428115e-01,3.318183315219181556e-02,6.673287314404792447e-02,1.612600000000000000e+05,3.371428571428571330e-01,2.100000000000000000e+01,9.000000000000000000e+01,4.285714285714285587e+00
6.514285714285714679e-01,2.677601027566445940e-02,6.085569158635061038e-02,1.038630000000000000e+05,3.485714285714285876e-01,1.700000000000000000e+01,9.200000000000000000e+01,5.411764705882353255e+00
6.857142857142857206e-01,2.447057273655435863e-02,6.482808022922635638e-02,1.558390000000000000e+05,3.142857142857142794e-01,1.600000000000000000e+01,1.120000000000000000e+02,7.000000000000000000e+00
6.400000000000000133e-01,2.163817804564766370e-02,6.460015629070070542e-02,1.452270000000000000e+05,3.599999999999999867e-01,1.800000000000000000e+01,1.080000000000000000e+02,6.000000000000000000e+00
6.914285714285713924e-01,2.269209234924085203e-02,5.890205782755925795e-02,9.130800000000000000e+04,3.085714285714285521e-01,1.700000000000000000e+01,1.160000000000000000e+02,6.823529411764705621e+00
6.685714285714285943e-01,2.476698613443994307e-02,6.013935920812711611e-02,9.155800000000000000e+04,3.314285714285714057e-01,1.800000000000000000e+01,1.020000000000000000e+02,5.666666666666666963e+00
6.800000000000000488e-01,3.300069163126173599e-02,6.596769992185465281e-02,1.625240000000000000e+05,3.200000000000000067e-01,2.000000000000000000e+01,8.200000000000000000e+01,4.099999999999999645e+00
6.400000000000000133e-01,2.547508480716661680e-02,6.022076061474342101e-02,1.041640000000000000e+05,3.599999999999999867e-01,1.600000000000000000e+01,9.600000000000000000e+01,6.000000000000000000e+00
6.685714285714285943e-01,2.705595626255639929e-02,6.839346183902057785e-02,1.613200000000000000e+05,3.314285714285714057e-01,1.800000000000000000e+01,1.100000000000000000e+02,6.111111111111110716e+00
6.571428571428571397e-01,2.782992457925764773e-02,6.313493097160718937e-02,1.400120000000000000e+05,3.428571428571428603e-01,1.700000000000000000e+01,1.160000000000000000e+02,6.823529411764705621e+00
6.800000000000000488e-01,2.695715179659453897e-02,6.621190414170356753e-02,1.731910000000000000e+05,3.200000000000000067e-01,1.800000000000000000e+01,9.800000000000000000e+01,5.444444444444444642e+00
6.514285714285714679e-01,2.687481474162632319e-02,6.801901536858556696e-02,1.531590000000000000e+05,3.485714285714285876e-01,1.900000000000000000e+01,8.800000000000000000e+01,4.631578947368421240e+00
6.400000000000000133e-01,2.535981293021111194e-02,6.473039854128678772e-02,1.707390000000000000e+05,3.599999999999999867e-01,1.900000000000000000e+01,1.040000000000000000e+02,5.473684210526315930e+00
6.400000000000000133e-01,2.950960050060929402e-02,6.349309716071893650e-02,1.003290000000000000e+05,3.599999999999999867e-01,1.900000000000000000e+01,8.400000000000000000e+01,4.421052631578947789e+00
6.914285714285713924e-01,2.822514244310509596e-02,6.795389424329252581e-02,1.843890000000000000e+05,3.085714285714285521e-01,1.800000000000000000e+01,9.000000000000000000e+01,5.000000000000000000e+00
6.914285714285713924e-01,2.565622632809669637e-02,6.609794217244073511e-02,1.514050000000000000e+05,3.085714285714285521e-01,1.900000000000000000e+01,9.200000000000000000e+01,4.842105263157894690e+00
6.342857142857142305e-01,2.712182590653097400e-02,6.093709299296691528e-02,1.167180000000000000e+05,3.657142857142857140e-01,1.800000000000000000e+01,1.000000000000000000e+02,5.555555555555555358e+00
6.628571428571428115e-01,2.638079241181701465e-02,6.088825214899713789e-02,1.034830000000000000e+05,3.371428571428571330e-01,1.900000000000000000e+01,1.000000000000000000e+02,5.263157894736842479e+00
6.457142857142856851e-01,2.361426736488489442e-02,5.926022401667100509e-02,1.120310000000000000e+05,3.542857142857142594e-01,1.700000000000000000e+01,1.020000000000000000e+02,6.000000000000000000e+00
6.971428571428571752e-01,2.733590224944834265e-02,6.134410002604844675e-02,1.115670000000000000e+05,3.028571428571428803e-01,1.700000000000000000e+01,1.060000000000000000e+02,6.235294117647058876e+00
6.628571428571428115e-01,3.097520007904357164e-02,6.637470695493617734e-02,1.378820000000000000e+05,3.371428571428571330e-01,2.000000000000000000e+01,9.600000000000000000e+01,4.799999999999999822e+00
6.742857142857142660e-01,2.583736784902677594e-02,6.705847877051315797e-02,1.836810000000000000e+05,3.257142857142857340e-01,1.900000000000000000e+01,1.080000000000000000e+02,5.684210526315789380e+00
6.457142857142856851e-01,3.237493001350327804e-02,6.733524355300860020e-02,1.489530000000000000e+05,3.542857142857142594e-01,2.000000000000000000e+01,9.400000000000000000e+01,4.700000000000000178e+00
7.199999999999999734e-01,2.707242367355004384e-02,6.254884084396977739e-02,1.469150000000000000e+05,2.800000000000000266e-01,1.800000000000000000e+01,9.400000000000000000e+01,5.222222222222222321e+00
6.514285714285714679e-01,3.828673056022131871e-02,7.112854910132847264e-02,1.855080000000000000e+05,3.485714285714285876e-01,2.500000000000000000e+01,7.600000000000000000e+01,3.040000000000000036e+00
6.628571428571428115e-01,3.321476797417909771e-02,6.676543370669445199e-02,1.527010000000000000e+05,3.371428571428571330e-01,1.900000000000000000e+01,8.200000000000000000e+01,4.315789473684210620e+00
6.857142857142857206e-01,3.255607153443335761e-02,7.103086741338890397e-02,2.143910000000000000e+05,3.142857142857142794e-01,1.900000000000000000e+01,7.600000000000000000e+01,4.000000000000000000e+00
6.685714285714285943e-01,2.842275137502881660e-02,6.860510549622297893e-02,1.622830000000000000e+05,3.314285714285714057e-01,1.900000000000000000e+01,1.000000000000000000e+02,5.263157894736842479e+00
6.628571428571428115e-01,3.277014787735072626e-02,6.811669705652513562e-02,2.178780000000000000e+05,3.371428571428571330e-01,1.800000000000000000e+01,1.080000000000000000e+02,6.000000000000000000e+00
6.342857142857142305e-01,4.345749761222540697e-02,7.630567856212555622e-02,2.526850000000000000e+05,3.657142857142857140e-01,2.200000000000000000e+01,7.000000000000000000e+01,3.181818181818181657e+00
6.228571428571428870e-01,2.147350393571122867e-02,5.730659025787965960e-02,7.888700000000000000e+04,3.771428571428571686e-01,1.500000000000000000e+01,1.120000000000000000e+02,7.466666666666666785e+00
6.457142857142856851e-01,3.388993182491848583e-02,6.600026048450116645e-02,1.566210000000000000e+05,3.542857142857142594e-01,2.300000000000000000e+01,8.200000000000000000e+01,3.565217391304347672e+00
6.342857142857142305e-01,3.314889833020452647e-02,6.595141964053138905e-02,1.726640000000000000e+05,3.657142857142857140e-01,1.900000000000000000e+01,7.800000000000000000e+01,4.105263157894737169e+00
6.800000000000000488e-01,2.440470309257978393e-02,6.499088304245898007e-02,1.811320000000000000e+05,3.200000000000000067e-01,1.700000000000000000e+01,1.100000000000000000e+02,6.470588235294117752e+00
6.628571428571428115e-01,2.476698613443994307e-02,6.053008595988538382e-02,9.772600000000000000e+04,3.371428571428571330e-01,1.600000000000000000e+01,8.800000000000000000e+01,5.500000000000000000e+00
6.857142857142857206e-01,3.087639561308171132e-02,6.347681687939567274e-02,1.255320000000000000e+05,3.142857142857142794e-01,1.900000000000000000e+01,8.600000000000000000e+01,4.526315789473684070e+00
6.971428571428571752e-01,3.848433949214504629e-02,7.676152643917687202e-02,2.814540000000000000e+05,3.028571428571428803e-01,2.300000000000000000e+01,7.800000000000000000e+01,3.391304347826086918e+00
7.028571428571428470e-01,2.045252445410532596e-02,5.655769731700963782e-02,8.015400000000000000e+04,2.971428571428571530e-01,1.700000000000000000e+01,1.080000000000000000e+02,6.352941176470587870e+00
6.400000000000000133e-01,2.819220762111780687e-02,6.232091690544412643e-02,1.119000000000000000e+05,3.599999999999999867e-01,1.800000000000000000e+01,9.000000000000000000e+01,5.000000000000000000e+00
6.742857142857142660e-01,2.312024503507558587e-02,6.486064079187288389e-02,1.475360000000000000e+05,3.257142857142857340e-01,1.700000000000000000e+01,1.100000000000000000e+02,6.470588235294117752e+00
7.028571428571428470e-01,2.338372361097388122e-02,6.433967178952852695e-02,1.578740000000000000e+05,2.971428571428571530e-01,1.700000000000000000e+01,1.140000000000000000e+02,6.705882352941176627e+00
6.857142857142857206e-01,2.672660804268352924e-02,6.575605626465225173e-02,1.624000000000000000e+05,3.142857142857142794e-01,1.800000000000000000e+01,1.040000000000000000e+02,5.777777777777777679e+00
6.685714285714285943e-01,2.475051872344629852e-02,5.963467048710601598e-02,8.830800000000000000e+04,3.314285714285714057e-01,1.700000000000000000e+01,9.800000000000000000e+01,5.764705882352941124e+00
6.800000000000000488e-01,2.112768830484471061e-02,5.719262828861682718e-02,8.442200000000000000e+04,3.200000000000000067e-01,1.700000000000000000e+01,1.200000000000000000e+02,7.058823529411764497e+00
6.571428571428571397e-01,2.919671969173006504e-02,6.865394634019275633e-02,1.894720000000000000e+05,3.428571428571428603e-01,1.800000000000000000e+01,8.000000000000000000e+01,4.444444444444444642e+00
6.457142857142856851e-01,2.573856338306491562e-02,6.009051836415733178e-02,9.911600000000000000e+04,3.542857142857142594e-01,1.800000000000000000e+01,9.800000000000000000e+01,5.444444444444444642e+00
6.685714285714285943e-01,2.088067713994005981e-02,5.772987757228444788e-02,7.952900000000000000e+04,3.314285714285714057e-01,1.500000000000000000e+01,1.140000000000000000e+02,7.599999999999999645e+00
6.285714285714285587e-01,2.715476072851826309e-02,6.689567595728054816e-02,1.802630000000000000e+05,3.714285714285714413e-01,1.800000000000000000e+01,9.400000000000000000e+01,5.222222222222222321e+00
6.400000000000000133e-01,2.952606791160293856e-02,6.253256056264652751e-02,9.986200000000000000e+04,3.599999999999999867e-01,2.000000000000000000e+01,9.000000000000000000e+01,4.500000000000000000e+00
6.514285714285714679e-01,2.394361558475776447e-02,5.965095076842927974e-02,9.162700000000000000e+04,3.485714285714285876e-01,1.700000000000000000e+01,9.600000000000000000e+01,5.647058823529412130e+00
6.914285714285713924e-01,2.274149458222178219e-02,6.481179994790310650e-02,1.396490000000000000e+05,3.085714285714285521e-01,1.800000000000000000e+01,1.000000000000000000e+02,5.555555555555555358e+00
6.571428571428571397e-01,2.437176827059249831e-02,6.512112529304506237e-02,1.423760000000000000e+05,3.428571428571428603e-01,2.200000000000000000e+01,9.800000000000000000e+01,4.454545454545454142e+00
6.228571428571428870e-01,2.516220399828738782e-02,6.023704089606668477e-02,9.862700000000000000e+04,3.771428571428571686e-01,1.800000000000000000e+01,9.000000000000000000e+01,5.000000000000000000e+00
6.685714285714285943e-01,3.054704739320884127e-02,6.500716332378222995e-02,1.353910000000000000e+05,3.314285714285714057e-01,1.900000000000000000e+01,9.400000000000000000e+01,4.947368421052631859e+00
6.857142857142857206e-01,2.975661166551394829e-02,6.930515759312320945e-02,2.139190000000000000e+05,3.142857142857142794e-01,1.800000000000000000e+01,8.400000000000000000e+01,4.666666666666666963e+00
6.742857142857142660e-01,2.860389289595889617e-02,6.790505339932273454e-02,2.048030000000000000e+05,3.257142857142857340e-01,1.900000000000000000e+01,8.800000000000000000e+01,4.631578947368421240e+00
7.142857142857143016e-01,3.341237690610282529e-02,6.585373795259182039e-02,1.637610000000000000e+05,2.857142857142856984e-01,1.900000000000000000e+01,8.000000000000000000e+01,4.210526315789473450e+00
6.628571428571428115e-01,2.506339953232552750e-02,6.671659286272467460e-02,1.572210000000000000e+05,3.371428571428571330e-01,1.900000000000000000e+01,9.400000000000000000e+01,4.947368421052631859e+00
6.628571428571428115e-01,2.453644238052893334e-02,6.515368585569158988e-02,1.595800000000000000e+05,3.371428571428571330e-01,1.800000000000000000e+01,8.600000000000000000e+01,4.777777777777777679e+00
7.257142857142857562e-01,2.475051872344629852e-02,5.914626204740817961e-02,1.201730000000000000e+05,2.742857142857142994e-01,1.700000000000000000e+01,1.000000000000000000e+02,5.882352941176471006e+00
6.628571428571428115e-01,2.260975529427263278e-02,5.849505079447772649e-02,8.868100000000000000e+04,3.371428571428571330e-01,1.700000000000000000e+01,1.000000000000000000e+02,5.882352941176471006e+00
6.742857142857142660e-01,2.713829331752461854e-02,6.697707736389685307e-02,1.531440000000000000e+05,3.257142857142857340e-01,1.700000000000000000e+01,1.080000000000000000e+02,6.352941176470587870e+00
6.971428571428571752e-01,2.344959325494845592e-02,5.753451419640531056e-02,9.500800000000000000e+04,3.028571428571428803e-01,1.700000000000000000e+01,1.100000000000000000e+02,6.470588235294117752e+00
6.800000000000000488e-01,3.000362283041860256e-02,7.137275332117738735e-02,1.764180000000000000e+05,3.200000000000000067e-01,2.200000000000000000e+01,9.800000000000000000e+01,4.454545454545454142e+00
6.285714285714285587e-01,3.853374172512597645e-02,7.068898150560042060e-02,2.035250000000000000e+05,3.714285714285714413e-01,2.100000000000000000e+01,7.000000000000000000e+01,3.333333333333333481e+00
6.628571428571428115e-01,3.105753713401179089e-02,7.111226882000520888e-02,2.182500000000000000e+05,3.371428571428571330e-01,2.100000000000000000e+01,1.020000000000000000e+02,4.857142857142856762e+00
6.628571428571428115e-01,2.699008661858182806e-02,6.214183381088825286e-02,9.961200000000000000e+04,3.371428571428571330e-01,1.700000000000000000e+01,8.800000000000000000e+01,5.176470588235294379e+00
6.800000000000000488e-01,2.891677370483812515e-02,6.248371971867673624e-02,1.250760000000000000e+05,3.200000000000000067e-01,1.800000000000000000e+01,9.400000000000000000e+01,5.222222222222222321e+00
6.571428571428571397e-01,2.478345354543358761e-02,6.565837457671268307e-02,1.530020000000000000e+05,3.428571428571428603e-01,1.700000000000000000e+01,9.800000000000000000e+01,5.764705882352941124e+00
6.800000000000000488e-01,2.478345354543358761e-02,5.937418598593383751e-02,9.115300000000000000e+04,3.200000000000000067e-01,1.700000000000000000e+01,1.080000000000000000e+02,6.352941176470587870e+00
6.971428571428571752e-01,2.883443664986990590e-02,6.233719718676739019e-02,1.076000000000000000e+05,3.028571428571428803e-01,1.800000000000000000e+01,8.000000000000000000e+01,4.444444444444444642e+00
6.857142857142857206e-01,2.804400092217501639e-02,6.292328731440478828e-02,1.004150000000000000e+05,3.142857142857142794e-01,1.800000000000000000e+01,8.800000000000000000e+01,4.888888888888889284e+00
