# Cherries,colless,sackin,total_cophenetic,ladder,width,depth,wid_dep_ratio
6.581818181818182012e-01,1.951125470330926717e-02,4.506216836936723091e-02,2.807890000000000000e+05,3.454545454545454586e-01,1.900000000000000000e+01,1.410000000000000000e+02,7.421052631578947789e+00
6.727272727272727293e-01,1.785595575233004870e-02,4.345186241123518561e-02,2.773000000000000000e+05,3.272727272727272707e-01,2.000000000000000000e+01,1.400000000000000000e+02,7.000000000000000000e+00
6.800000000000000488e-01,1.811521944344727728e-02,4.411842348406853215e-02,2.953450000000000000e+05,3.236363636363636109e-01,2.000000000000000000e+01,1.470000000000000000e+02,7.349999999999999645e+00
6.654545454545454097e-01,1.590150638852326145e-02,4.289089517172196830e-02,2.538570000000000000e+05,3.381818181818181945e-01,1.900000000000000000e+01,1.600000000000000000e+02,8.421052631578946901e+00
6.763636363636363891e-01,1.656628508369563726e-02,4.309548322377973473e-02,2.625820000000000000e+05,3.381818181818181945e-01,1.900000000000000000e+01,1.390000000000000000e+02,7.315789473684210620e+00
6.472727272727272219e-01,1.643997713161288524e-02,4.308888360919722188e-02,2.806120000000000000e+05,3.599999999999999867e-01,1.900000000000000000e+01,1.640000000000000000e+02,8.631578947368421240e+00
6.327272727272726938e-01,1.850079108664725441e-02,4.304928592170217255e-02,2.797590000000000000e+05,3.745454545454545703e-01,2.100000000000000000e+01,1.520000000000000000e+02,7.238095238095238138e+00
7.018181818181817855e-01,2.294151277039873510e-02,4.818378606689369126e-02,3.982350000000000000e+05,3.018181818181818188e-01,2.500000000000000000e+01,1.300000000000000000e+02,5.200000000000000178e+00
7.018181818181817855e-01,1.803544600002658996e-02,4.256751405717906084e-02,2.578390000000000000e+05,3.054545454545454786e-01,2.000000000000000000e+01,1.480000000000000000e+02,7.400000000000000355e+00
6.581818181818182012e-01,1.602116655365428896e-02,4.207914257807344321e-02,2.490660000000000000e+05,3.454545454545454586e-01,1.900000000000000000e+01,1.750000000000000000e+02,9.210526315789474339e+00
6.872727272727272574e-01,1.858721231701966278e-02,4.367624930704046976e-02,2.728260000000000000e+05,3.127272727272727426e-01,2.000000000000000000e+01,1.460000000000000000e+02,7.299999999999999822e+00
6.581818181818182012e-01,1.657958065759908631e-02,4.297669016129457981e-02,2.755100000000000000e+05,3.454545454545454586e-01,2.000000000000000000e+01,1.510000000000000000e+02,7.549999999999999822e+00
6.581818181818182012e-01,1.666600188797149468e-02,4.296349093212956105e-02,2.708080000000000000e+05,3.527272727272727226e-01,2.000000000000000000e+01,1.510000000000000000e+02,7.549999999999999822e+00
6.618181818181818610e-01,1.777618230890936485e-02,4.397983157783585256e-02,2.802970000000000000e+05,3.454545454545454586e-01,1.900000000000000000e+01,1.420000000000000000e+02,7.473684210526315930e+00
6.690909090909090695e-01,1.588156302766808789e-02,4.289749478630448115e-02,2.709920000000000000e+05,3.345454545454545348e-01,1.900000000000000000e+01,1.320000000000000000e+02,6.947368421052631859e+00
6.509090909090908816e-01,2.433090024330900394e-02,4.902853673345476671e-02,4.544340000000000000e+05,3.563636363636363824e-01,2.500000000000000000e+01,1.110000000000000000e+02,4.440000000000000391e+00
6.545454545454545414e-01,2.179809341470224579e-02,4.652728280668409072e-02,3.517910000000000000e+05,3.454545454545454586e-01,1.900000000000000000e+01,1.480000000000000000e+02,7.789473684210526550e+00
6.472727272727272219e-01,1.796232034355763063e-02,4.413822232781605681e-02,2.744670000000000000e+05,3.563636363636363824e-01,2.100000000000000000e+01,1.360000000000000000e+02,6.476190476190476275e+00
